Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
MTE MedTech Entrepreneurs,https://www.mte.vc/,"Hildegardstr. 9, 80539 Munich, Germany","USA,Singapore,Austria,Belgium,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Luxembourg,Monaco,Netherlands,Norway,Poland,Portugal,Slovakia,Spain,Sweden,Switzerland,UK,Israel,Turkey","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in MedTech, Healthtech, Digital Health, Health Care in seed stage.",VC,$200000,$2000000
Alastair Millar,,,,,,Solo angel,,
Uvaraj Gunasekaran,,,,,,Solo angel,,
Physician Investor Alliance,https://physicianinvestor.org,"New Haven, CT",USA,"2. Prototype,1. Idea or Patent,3. Early Revenue","We invest in companies that market to or through physicians. Either physicians are the direct users of their products or the company needs to go through physicians to reach their customers like patients and hospitals. No specific vertical is preferred, we only care about who you market to. ",Angel network,$5000,$2000000
Tyler Short,,"St. Louis, USA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in founders.,Solo angel,$10000,$100000
RTP Global,https://rtp.vc/,"104 5th Ave, New York NY 10011",USA,"3. Early Revenue,4. Scaling","We invest in Early-Stage AI/ML, Vertical Software, Developer Tools / Infra, Cybersecurity, and FinTech and all other enterprise SaaS with 300k to 1M+ ARR",VC,$1000000,$15000000
Cisco Climate Commitment,https://www.cisco.com/c/en/us/about/csr/climate-impact-regeneration.html,"Cisco Systems, Inc. 170 West Tasman Dr. San Jose, CA 95134 USA","South Africa,Kenya,Senegal,Uganda,Tanzania,Egypt,Morocco,Turkey,France,UK,USA,Canada,Mexico,Brazil,Argentina,Singapore,Thailand,Japan,Vietnam,India,Pakistan,Germany,Italy,Spain,Switzerland,Peru,Colombia,Chile,Israel,Nigeria,Belgium,Luxembourg,Netherlands,Portugal,Poland,Austria,Australia,New Zealand,Norway,Sweden,Denmark,Finland,Ireland","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in climate solutions across ClimateTech, IoT, CleanTech, AgTech, Regenerative Agriculture, Carbon, EnergyTech, Urban, Cities, and Circular Economy.",Corporate VC,$200000,$2000000
Sentinel Ventures,https://www.sentinelvc.com/,"Georgia, United States","UK,Israel,USA,Canada,Australia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage technology companies that secure or enhance critical infrastructure resiliency. We invest in cybersecurity, data analytics, AI, quantum computing, Critical Infrastructure applications for operational resiliency, supply chain, and new business models.

",VC,$250000,$5000000
Bpifrance ,https://www.bpifrance.fr/,"27 Av. du Général-Leclerc, 94700 Maisons-Alfort, France",France,"3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO",We invest in French companies from early-stage to IPO. ,Public fund,$500000,$100000000
ZAKA VC,https://zaka.vc/,"Prague, Czechia","Austria,Bulgaria,Belarus,Croatia,Czech Republic,Slovakia,Slovenia,Poland,Ukraine,UK,Germany,Estonia,Latvia,Lithuania,Turkey,Romania,Serbia,USA","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in B2B SaaS, FinTech, DeepTech, AI, BioTech, Marketplace, HR Tech, PropTech, AdTech, E-commerce, Mobility Tech in early stage, with MVP, proof of concept, early traction. ",Family office,$20000,$300000
OM DAO Ventures,https://omdao.vc/,"5830 East 2nd St. #94700 Casper, WY 82609 USA","Albania,Andorra,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,USA,France,China,Germany,Georgia,Qatar,Kuwait,New Zealand,Norway,Sweden,Switzerland,Taiwan,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Belarus,Belgium,Cabo Verde,Czech Republic,Chile,Denmark,Israel,Finland,Romania,Russia,Brazil,Cyprus,Croatia,Thailand,Turkey,Italy,Hungary,Seychelles,UAE,UK,Ukraine,Uzbekistan,Bulgaria,Iceland,India,Indonesia,Ireland,Peru,Philippines,Poland,Portugal,Saudi Arabia,Singapore,Slovakia,Slovenia,Serbia,South Africa,South Korea,Spain,Greece,Hong Kong,Japan,Jordan,Latvia,Liechtenstein,Luxembourg,Mexico,Cambodia,Colombia,Costa Rica,Venezuela,Vietnam,Maldives,Bahrain,Netherlands,Madagascar,Malaysia,Montenegro","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in web3. Currently, our primary focus lies in supporting promising web3 initiatives at the pre-seed and seed stages. We have a keen interest in projects within the DeFi, Gaming, and Infrastructure sectors, which top our priority list. ",VC,$30000,$300000
Start Ventures,https://startventures.vc/,"Av 24 Julho, 1200-869 Lisbon, Portugal","Portugal,Spain,France,Germany,Netherlands,UK,USA,Italy","3. Early Revenue,2. Prototype","We invest mainly in Fintech and Insurtech, but also Cybersecurity and Regtech with an application to the Financial Sector. We invest early and help scale for growth!",VC,$100000,$500000
Miklos Kiss,,,,"1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in viable businesses with brilliant founders.,Solo angel,,$50000
Critical Ventures,https://www.critical-ventures.com/,"Parque Industrial Do Taveiro, Lt. 48, Taveiro, Coimbra","Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,DRC Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Liechtenstein,Lithuania,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,UAE,Uganda,UK,Ukraine,Uruguay,USA,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe","4. Scaling,3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in IoT, Web3, fintech, AI, ML, DevOps, Blockchain... from seed to series B",VC,$250000,$3000000
Daniil  Gromov ,,,,"1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in web3 startups ,Solo angel,,$100000
Maitrey Bhaskar,,,,,,Solo angel,,
Dendy Heraditya,,,,,,Solo angel,,
Saurabh Garg,,"Bangalore, India",India,"1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in Indian consumer and SaaS companies,Solo angel,$10000,$50000
ArkStream Capital,https://arkstream.capital/#/Home,"Grand Cayman, Cayman Islands ","China,USA","3. Early Revenue,2. Prototype,4. Scaling","We invest in fintech, web3, and blockchain related companies.",VC,$100000,$2000000
Richard Shi,,,,,,Solo angel,,
Avila VC,https://www.avila.vc/,"Miami, FL","USA,UK,Australia,Israel,Brazil,Mexico","2. Prototype,3. Early Revenue,4. Scaling","We invest in climate tech, human health, agtech, biotech, neural tech ",VC,$250000,$5000000
Abdelmuhaimen Madi,https://designos.co/,"Toronto, M5R 1V9, Canada","Canada,USA,Belgium,Czech Republic,Estonia,Finland,Italy,Malta,UK,Ukraine,Algeria,Bahrain,Egypt,Jordan,Kuwait,Lybia,Morocco,Oman,Palestine,Qatar,Saudi Arabia,Tunisia,Turkey,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","I invest in early stage startups, in any sector. I prefer subscription based business models.",Solo angel,$5000,$100000
Evgeniy Grozev,,"Sofia, Bulgaria","Austria,Belgium,France,Germany",3. Early Revenue,"I invest in software, pharmaceteruals, finance & tech.",Solo angel,,$1000000
Eduardo Paperini,,"London, UK","Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Netherlands,Norway,Poland,Portugal,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK","3. Early Revenue,4. Scaling,5. Growth",I invest in B2B.,Solo angel,$100000,$500000
Arpit Goel,,,,,,Solo angel,,
Bakha Perc,,,,,,Solo angel,,
Gert Trekels,https://www.sentigrate.com/,"Brussels, Belgium","Belgium,Denmark,Finland,France,Germany,Luxembourg,Monaco,Netherlands,Norway,Portugal,Spain,Sweden,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in software related companies,Solo angel,$1000,$200000
Vestel Ventures,https://www.vestelventures.com/,"Sisli, Istanbul, Turkey",Turkey,,"We invest in Internet of things, smart home, smart cities, consumer durables, digital media, health, retail medical technologies, cybersecurity, energy, mobile and electronic devices sectors",Corporate VC,,
Hanna Markouskaya,https://www.linkedin.com/in/hanna-markouskaya-11969365/,"London, UK",UK,"3. Early Revenue,4. Scaling","I invest in B2B, DeepTech, Data, AI, Climate, FinTech, Enterprise",Solo angel,$50000,$50000
Kartik Bandarwad,,,,,,Solo angel,,
Praxis,https://www.praxislabs.org/business-accelerator,"409 W 45th St, New York, NY 10036","Ghana,Kenya,Nigeria,Uganda,USA,South Korea","2. Prototype,3. Early Revenue","We accelerate ventures who are working on the major issues of our time with a redemptive aim to renew culture and bless their stakeholders, employees, and customers.","Incubator, Accelerator",$100000,$100000
Mandalay Ventures ,http://www.mandalay.vc/,"Office C1C, 8 Carraway Street, Kelvin Grove QLD Australia 4059",Australia,"3. Early Revenue,4. Scaling",We invest in the most exciting agtech and foodtech companies with global aspirations to sustainably feed the world's growing population.,VC,$100000,$1000000
Hichem Frija,,"London, UK","Colombia,USA,Norway,Sweden,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in pre-seed/seed. sector agnostic, but focus on ""for good"" and healthcare. needs to fit into the general portfolio. personal value added and also my network. ",Solo angel,$25000,$100000
Andrei David,,"London, UK","Austria,Bulgaria,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Romania,Spain,Sweden,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in early-stage startups in Europe through the Atomico Angel Programme.

I am interested in diverse founders building in Enterprise Data & Automation, Developer Tools, and Internet Infrastructure with focus on Web3 & Blockchain.",Solo angel,$10000,$25000
JumpStart Ventures,https://jumpstart.vc/,"6701 Carnegie Ave. Suite 100 Cleveland, Ohio 44103",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in visionary founders whose companies disrupt markets and drive economic impact.  We invest in B2B enterprise software and healthcare companies. ,VC,$250000,$2000000
b.value AG,https://bvalue.de,"Otto-Hahn-Straße 15, 44227 Dortmund, Germany","Germany,Austria,Switzerland","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in biotechnology (including precision fermentation, sustainable chemicals, food/feed, life science methods) and advanced materials.",VC,$100000,$550000
Deep Future,https://deepfuture.tech,USA,"USA,Norway,UK,Israel","1. Idea or Patent,2. Prototype","We invest in deeptech. Deep Future backs mad scientists, rogue inventors, crazy hackers & maverick entrepreneurs implementing science fiction, solving big problems and helping our species become better ancestors.",VC,$200000,$500000
Asad Sohail,,,,,,Solo angel,,
Bay Street Capital Holdings,https://baystreetcapitalholdings.com,"14 Wall Street, New York City, NY, USA",USA,3. Early Revenue,We invest in first time fund managers.,Other,$250000,$2000000
better ventures,https://www.betterventures.io/,"Munich, Germany",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue","We only invest in Impact. Impact is defined as being positive for the planet or society. On the planetary side we invest in resources, ecosystems and climate, on the societary side we invest in new work, education and health. ",Angel network,$25000,$800000
Kunal Kalange,,,,,,Solo angel,,
Geoffrey Horton,,"NJ, USA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",I invest in early to late stage companies,Solo angel,$10000,$1000000
Spinaker Alfa,http://spinakeralfa.pl/en/3301-2/,"Wólczańska 125, 90-521 Łódź, Poland",Poland,"2. Prototype,3. Early Revenue","We invest in fintech, cleantech, health tech, and ICT",VC,$100000,$200000
Kings Health Partners Ventures,https://khpventures.com,"65 York Road, SE1, London, UK",UK,"3. Early Revenue,4. Scaling,2. Prototype","We invest in healthcare innovation (e.g., digital health, medtech)",VC,$100000,$300000
Avelana,http://www.avelana.fr/,"Montpellier, France",France,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in companies based in France that aim to have a global impact by offering innovative solutions or services that accelerate the ecological transition. In particular, we support companies that work towards achieving SDGs 2, 13, and 15, and secondarily SDGs 6, 11, and 12.

Here are some themes that currently interest us:

Agroecological/regenerative agriculture
Agricultural production
Services to the agricultural sector: advice and support to farmers, assistance with installation, job creation and agricultural training, financing of the agroecological transition
Digital tools: software, marketplaces, decision-making tools, carbon valuation and ecosystem services
Agro-supplies: biocontrol products, biostimulants, agroecological seeds, other sustainable inputs and equipment
Sustainable food and agro-industrial systems
Sustainable food systems (reduction in animal protein consumption, alternative proteins)
Development of short circuits and marketing solutions that aim to bring farmers closer to consumers and increase the traceability and transparency of supply chains + territorial resilience
Development of innovative sectors such as biosourced materials
Circular economy: waste reduction and management, co-product valorization, anti-waste, composting...

We invest at pre-seed, seed, and series A phases by injecting tickets from €200k to €2.5M.",Family office,$200000,$2000000
EWOR,https://ewor.io/,"Berlin, DE","USA,Albania,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine","1. Idea or Patent,2. Prototype","We invest in exceptional talents and support them in building impactful tech companies across all industries: AI, GreenTech, FinTech, MedTech, and more",VC,$50000,$100000
Teddy Freedman,https://investwithaqua.com/,NYC,USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth","I invest in FinTech, Consumer, Travel, and Internet companies.",Solo angel,$500000,
Finaves,https://www.iese.edu/es/emprendedores/finaves/,"Av. de Pearson, 21, 08034 Barcelona","France,Germany,Portugal,Spain","2. Prototype,3. Early Revenue","We invest in Pre-Seed, Seed and Pre-Series A.

Our initial tickets are in the €50k-€300k range.

We are minority investors and we like to co-invest with other VCs.

We are agnostic in terms of business models and sectors, but SaaS models are preferred.",VC,$50000,$300000
Tamarind Hill,https://tamarind-hill.com/,"6515 Longshore Loop, Dublin, OH 43017","USA,Canada","3. Early Revenue,4. Scaling","We invest in B2B Healthcare IT, supply chain infrastructure. Early product market fit,  early commercial traction. ",VC,$500000,$3000000
Fl Cl,,,,,,Solo angel,,
Fl Cl,,,,,I invest in Xx,Solo angel,,
Adam Morand,https://www.ionplay.com/,"Calgary, Alberta,  Canada ","Antigua and Barbuda,Barbados,Canada,Trinidad and Tobago,USA,Uruguay,Japan","2. Prototype,3. Early Revenue","I invest in disruptively intelligent entrepreneurs focused on economically viable and sustainable solutions for basal human needs.

https://www.ionplay.com/",Solo angel,$50000,$50000
Schenker Ventures,https://www.schenker-ventures.com/,"Schenker AG, Kruppstraße 4, 45128 Essen, Germany",Germany,"3. Early Revenue,4. Scaling,5. Growth","We invest in B2B SaaS from seed to series B+. Typically, with ticket sizes between €500,000 and €5 million.",Corporate VC,$500000,$5000000
Philip Camilleri,,,,,,Solo angel,,
Yaswanth Reddy,,,USA,"2. Prototype,3. Early Revenue","I invest in early stage Healthcare, Mental Health, Real Estate, and FinTech startups.",Solo angel,,$50000
Frontierspace Ventures,https://www.frontierspacevc.com/,"Neb Sarai , New Delhi, India","USA,UK,India","3. Early Revenue,4. Scaling,5. Growth",We invest in startups with good revenue growth and a top tier VC on the cap table/leading the round,VC,$100000,$1000000
Nextblue,https://nextblue.com/,"x-Bridge-Global, 2/F, 3-1-3 Nihonbashi, Chuo-ku, Tokyo, Japan","Germany,UK,Switzerland,Sweden,Norway,Finland,Netherlands,Denmark,Austria,USA,Japan,Portugal,France",3. Early Revenue,"We invest in Consumer apps and Consumer marketplace, Enterprise SaaS, FMCG, Food startups with $500K+ ARR looking to product test and/ or scale",VC,$100000,$1000000
Kolsia Salkdf,,,,,,Solo angel,,
Complear,https://complear.com,"Guimarães, Portugal","Portugal,Spain,Italy","2. Prototype,1. Idea or Patent","We support Digital Health companies to get faster into the market as medical devices, with holistic expertise and digital tools. We have internal funding to discount services to promising startups equity-free.",Startup studio,$5000,$40000
Braven Partners,https://www.bravenpartners.com/,"430 Park Avenue, 19th Floor, New York, New York 10022","USA,UK,Israel","4. Scaling,3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in breakthrough innovation within regulated ecosystems, starting with financial services, insurance, and healthcare. We co-build seed through Series B companies.",VC,$1000000,$15000000
Josh Barbour,,,,,,Solo angel,,
Aston Capital,http://www.astoncapital.net/,"355 Alhambra Circle, Suite 1550, Coral Gables, Florida 33134, US","USA,Israel,UK","3. Early Revenue,6. Pre-IPO,5. Growth,4. Scaling,2. Prototype,1. Idea or Patent",We invest across all areas,Family office,$500000,$2000000
Sahith Aula,https://medium.com/@sahitha,"New York, New York","Ghana,Kenya,Nigeria,Rwanda,South Africa,Argentina,Brazil,Chile,Colombia,Costa Rica,Mexico,Panama,Peru,USA,Uruguay,Bangladesh,India,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam,Egypt,Qatar,Saudi Arabia,Turkey,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in Pre-Seed and Seed Emerging Markets Fintech

While I'm focused on emerging markets fintech, I also consider non-fintech companies where embedded finance has the potential to be 25%+ of the revenue.

Evidence of early-traction and SAM are important in my analysis. SAM = # of viable customers x annual customer value.",Solo angel,$5000,$50000
Abhishek Roushan,,"Bengaluru, India","China,Hong Kong,India,Indonesia,Japan,Cyprus,Czech Republic,Denmark,Estonia,Finland,Italy",3. Early Revenue,"I invest in SAAS, With Early Sign of Revenue and GenZ founders. Preferred Market is SEA. Exited last co at +100M.",Solo angel,$1000,$25000
Tanushree Sharma,,"New Jersey, US","Argentina,Canada,Mexico,USA,Hong Kong,India,Japan,Philippines,Singapore,South Korea,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Ireland,Italy,Netherlands,Norway,Poland,Spain,Sweden,Switzerland,UK,Ukraine,Israel,Australia,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in healthcare, impact, marketplaces, and the edtech sector.",Solo angel,$100000,$1000000
Benedikt Knobloch,,Germany,"Estonia,France,Latvia,Lithuania,Spain","1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in food & hospitality tech.,Solo angel,$25000,
I XCEL Ltd,https://ixcel.co/,"U1, Reynard Way, London, TW8 9GD United Kingdom","UK,Pakistan,India,Australia,Fiji,Bangladesh,Indonesia,Philippines,Vietnam,Saudi Arabia,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in businesses and founding teams with significant potential to grow and create value through socio economic activities with early cash flows.,Startup studio,$25000,$100000
Seed Healthcare,https://seedhealthcare.com/,"806 Calle Mar Del Norte, Dorado, PR 00646","USA,Israel,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in digital health, healthcare IT, healthcare services, medtech, and anything in the healthcare space that will drive change and transformation. We invest in Seed, Seed+ and Series A and B rounds.",VC,$500000,$5000000
Standards Australia Future Fund,https://www.standards.org.au/futurefund,"‍The Exchange Centre Level 9, 20 Bridge Street Sydney NSW 2000","Australia,New Zealand,USA,UK,Singapore","2. Prototype,3. Early Revenue,4. Scaling","We invest in businesses that meet one of the following criteria:
• Ingesting and retailing standards materials
• Utilising materials derived from standards
• Supporting industries that need but don’t yet have standards
• Operating in innovative sectors that may require future standards
• Possessing unique technology or IP that enhances standards

We seek opportunities in areas such as:
• User experience
• Real-time information
• Compliance
• Continuous improvement
• Adoption and awareness of standards
• Performance metrics

Our preferred themes / technologies include:
• Safety: both physical and digital
• Risk Management and Best Practice Management
• Engineering: simplifying complexity
• Construction: Quality Assurance, Productivity, Education
• Green Tech: including Renewables, Hydrogen, EVs
• AgTech: focusing on optimisation, efficiency
• Interoperability, Quantum, IOT and Smart Cities, AI, Drone and Space, Asset Data Management and supportive businesses in Mining and Critical Minerals

While our Fund is stage-agnostic, it prefers post-revenue, profitable companies looking to grow.",Corporate VC,$320000,$3200000
Sentor Investments,http://www.sentorinvestments.com.au,"Level 8, 2 Bligh Street Sydney NSW 2000","Indonesia,Singapore,Portugal,Israel,Australia","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in many sectors and across numerous regions. We have an open mandate to invest in scale up and growth stage investments globally. We do not invest in bio-technology / pharmaceutical related companies ,Family office,$50000,$1000000
Justin Williams,,,,,,Solo angel,,
Maxime Larrat,https://www.integrity-advisory.io/,"Biarritz, France","Belgium,France,Luxembourg,Switzerland","3. Early Revenue,4. Scaling,5. Growth","I invest in Impact, CleanTech and B2B software startups.
I commit up to 100K€ per deal but if needed I syndicate with other BAs or VCs for Equity up to 5M€",Solo angel,$1000,$5000000
Monte Carlo Capital,https://montecarlocap.com/,"Monte Carlo, Monaco","USA,UK,France,Spain,Germany,Switzerland","3. Early Revenue,4. Scaling","We invest in Saas, Fintech, DeepTech and Health Care, in the US, Europe and the UK. Typical investments start at pre-seed/seed and we regularly follow on to Series A & Series B rounds.",VC,$250000,$1250000
Dig Ventures,https://dig.ventures,"21 Soho Square, London, United Kingdom","Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Israel,Australia","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in enterprise infrastructure and SaaS at pre-seed and seed stages. We are all former operators,VC,$500000,$4000000
Adri Purkayastha,,United Kingdom,,"1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in Product idea, founder(team), then market",Solo angel,$100000,
T C,,,,,,Solo angel,,
Ehsan Sadri,,,,,,Solo angel,,
Telah,https://telah.vc/,"19 Avenue d'Italie, 75013 Paris, France","France,UK,India,USA","2. Prototype,1. Idea or Patent,3. Early Revenue,4. Scaling","We invest in innovative internet companies (Web3, Blockchain, Consumer, VR, games)",Angel network,$150000,$300000
Spaze Ventures,https://spazeventures.com/,Singapore,"Singapore,Malaysia,Vietnam,Indonesia,Philippines,Thailand,Australia,New Zealand","3. Early Revenue,4. Scaling","We invest in early stage technology startups with early revenue traction and wants to expand into Southeast Asia. We like Edtech, Fintech, Foodtech, AI and Enterprise solutions. ",VC,$50000,$500000
LBBW Venture Capital,https://www.lbbwvc.de/,"Königstraße 10c, 70173 Stuttgart, Germany","Germany,Austria,Switzerland","3. Early Revenue,2. Prototype","We invest in brilliant entrepreneurs raising a late seed, Series A or Series B round within the DACH region. We invest in B2B, Big Data, Financial Services, Health Diagnostics, Industrial, Life Science.",VC,$500000,$3000000
Aperio Partners ,https://aperio.partners,B-19 Ganesh Bhavan Tulsi Pipe road Mumbai ,India,"3. Early Revenue,4. Scaling","We invest in companies across consumer tech, fintech, healh tech, mobility/logistics, and SaaS, deeptech etc.",VC,$150000,$450000
Alon Brandman,,,,,"I invest in SaaS, ClimateTech, AI",Solo angel,$500000,
Star Tech Ventures ,https://startechventures.eu,"Viale Tunisia 22, 20124 Milan, Italy.","Italy,Germany,France,Spain,Netherlands,UK,Sweden,Norway,Israel,Belgium,Czech Republic,Denmark,Greece","2. Prototype,3. Early Revenue","We invest in the most prominent startups within the Aerospace and Security industry, beyond the idea stage, with at least a development phase in progress, excluding pre-incorporation stages. ",VC,$100000,$1500000
Connor Simpson-Craib,,,UK,"1. Idea or Patent,2. Prototype",I invest in technology enabled businesses with incredibly bold objectives in large markets.,Solo angel,,
Force Over Mass,http://www.fomcap.com/,UK,UK,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in technology-enabled B2B and B2B2C businesses within the Fintech, SaaS, Ai and Deeptech verticals.",VC,$50000,$5000000
Anika Raja,,,,,,Solo angel,,
"Capitalist Financial, LLC",https://capitalistfinancial.com/,"60 N Gould Street, Suite 27690, Sheridan, WY 82801","USA,Canada,Australia,UK","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We finance companies with a recurring model (b2c, b2b, d2c, d2b, saap, saas, b2b2c, b2c2b and more ++) with 3 months of existence and 120k+ in ARR.",Revenue-based,$50000,$5500000
Matt Sutherland,,"British Columbia, Canada","Canada,USA,China,Hong Kong,Japan,Austria,Belgium,Croatia,Denmark,Finland,Germany,Ireland,Italy,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Russia,Slovakia,Slovenia,Spain,Sweden,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","I invest in life sciences tools, services, and biopharma services companies. 
Stage: commercial and pre-commercial stage companies with proven market need for the company’s products or services. ",Solo angel,$50000,$1000000
Richfox Capital Investment Management AG,https://www.richfox.com/,"Seestrasse 37, 8002 Zurich, Switzerland","Germany,France,Slovakia,Czech Republic,Italy,Ukraine,Austria,Switzerland,Poland","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in AGtech, Energy Storage solutions and Clean Energy with a secondary focus on Digital Health, SaaS, Creator Economy, Security, EduTech, E-commerce, IoT. ",VC,$250000,$2000000
DVC,https://www.joindvc.com/,USA,USA,"4. Scaling,3. Early Revenue,5. Growth,6. Pre-IPO","We invest in Fintech, IoT, web3, SaaS, B2B, Latam, Consumer, Health.",Angel network,$100000,$500000
Jan Smolinski,,,,,"I invest in FinTech, AI, Marketplace",Solo angel,,
Andrew Enciu,,Canada,,,I invest in financials and tech,Solo angel,,
Alexandre Yokoyama,,"Londrina, Paraná, Brazil","Argentina,Brazil,Chile,USA,Indonesia,Malaysia,Philippines,Singapore,South Korea,Taiwan,Thailand,Vietnam","2. Prototype,3. Early Revenue","I invest in seasoned entrepreneurs, who have deep understanding and experience in B2B. I also mentor startups through Founder Institute and VC Honey Island, and overall I have no restrictions to mentor, despite avoiding potential conflicts of interest with my portfolio.",Solo angel,$10000,$100000
